unix_timestamp,x,y,z
1784521426.1456387,0.0,0.0,0.0
1784521427.1871874,-0.06706,-0.00519,0.0
1784521428.20687,-0.16066,-0.01333,0.0
1784521429.2223132,-0.25932,-0.02037,0.0
1784521430.2435565,-0.35645,-0.02584,0.0
1784521431.270089,-0.4607,-0.03242,0.0
1784521432.2910197,-0.56083,-0.03734,0.0
1784521433.321376,-0.66108,-0.04152,0.0
1784521434.345335,-0.7202,-0.04542,0.0
